text,emotion
in my opinion guilt is a feeling which goes together with shame here then i refer to the situation of guilt,shame
"there is a certain person, whom i only have seen he makes me cringe, feel disgust",disgust
i was coming home from an exam and i supposed that i had passed it so i ran to a restaurant for a beer,joy
"when i saw the certificate results, i did not feel very happy as i did not realize that i had got all the credits until my classmates pointed it out to me  my parents and my relatives praised me and i realized that my results were good ie 2a, 5b,",joy
"when i was taking the 11th standard exam, my friend who was sitting behind me asked me for some answers  the teacher looked at us just then and scolded both of us  everyone started looking at us and i felt very guilty",guilt
two years back someone invited me to be the tutor of her grand-daughter  the grand-daughter asked me some questions in mathematics so i taught her  however she did not listen to me and this made me feel unhappy  the second year it was the same,anger
i bacame involved with a boy for a very brief moment not because i liked him but because i needed some sort of company the consequences weren't as i expected and caused me much shame,shame
when i answered to my mother with rudeness,guilt
when approached by a gang of youths in town at night,fear
when i am walking on the streets and see a gang of thugs,fear
being looked at by someone i do not like,disgust
finding out my best friend cannot go to the english lectures,sadness
"my mother was stuck by an apoplectic fit, was hemi-paralyzed and suffered an aphasia",sadness
not handing in homework in time,guilt
i feel shame mixed with anger with the behavior of some incultivated people because my fianct is a foreigner,shame
i had an accident with a trafic police car that was packed at a curve without any visibility and against all traffic regulations in a strong snowstorm as a result i still cannot repair my car because of the missing spare parts,anger
being criticized by teacher in public,shame
when i came home late one day i was afraid i would be shouted at by my parents,fear
"i felt sadness when i notice that i'm not important for a determinate person we do many things for a friend, and we see soon after, that he doesn't do anything for us, nor thinks of us",sadness
i am joyfull to be alive every night,joy
"when my brother went to shoot wild ducks, i feared that the boat would overturn and he would drown or that the gun would accidentally go off",fear
"my sister and i were fighting as usual she's older tham i am, bigger built and stronger i couldn't win in a physical battle and in a verbal battle i couldn't seem to get through to her to really hurt her",anger
"i was at the cinema with my sister and her boyfriend  a man sitting beside me started to stroke my leg for a while, he left in the middle of the film",fear
"my boyfriend and i were getting dressed up and putting make-up on to go to a halloween party we were dressing up to be two mimes it was very enjoyable and i thought we looked really good, it was an accomplishment we were alone in his house",joy
when a very close friend of mine went into hospital for a major operation and i couldn't see her for a while as i was not a relative she had no relatives in nz,sadness
i was not able to help my sister to understand that her husband is a bad man before she was married to him,guilt
"i had this experience of fear when few people were fighting at a social one night, which one of my relative was involved my fear was greatly for him because he was being assaulted badly",fear
"when after a storm in the country, i left my shelter and saw a big, fat, slimy green toad by my side",disgust
when i forgot about a meeting at work,shame
my girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine,anger
"a daughter in court for staff pilfering, she was dressed like a ""street walker"" - i had a friend form overseas with me and was falsely trying to impress with my family",shame
when i saw my name in the newspaper and i knew that i entered at the university,joy
"i felt the greatest burst of joy when after being heavily ill for a long period, my father came back home",joy
my best friend had failed exams she had to leave and so we got separated,sadness
"when i lied to my girlfriend, telling her that i had passed an exam, when i actually did not even take it",shame
"when i still went to primary-school, i went on a ski-trip with my family after skiing we went to a restaurant for lunch suddenly my father said that he had forgotten something in the car he gave me the key and asked me to go and get it i had dif",guilt
when i found out my roommate had been talking behind my back about very personal things,shame
"i felt much anger and perhaps i feel it till now, against my girlfriend's sister who incited her to betray me just when i needed her very much she didn't think of anything, simply passed over everything",anger
i felt joy when i was admitted to the higher agricultural institute,joy
"when i came very late one night (or morning !) and my parents were waiting, not so much angrgy as disappointed",guilt
one summer when i was camping with friends they devised and elaborate plan to scare me by having our camp attecked by a wild animal (one of them) and then convincing the campground was the home of a satanic organization,fear
the disease and subsequent death of a close acquaintance sadness was accompanied with feelings of powerlessness (i also experienced sadness in the situation described under guilt),sadness
"i had not written to, or called my grandmother, who was lonely, for a long time  my mother asked me to call her on her behalf and when i did so, my grandmother was delighted and she told me that she had been waiting for some news from us",guilt
i was very sad at hearing that my grandfather had passed away,sadness
i thought i had taken a decision but i hesitated,shame
if a close relative's life is in danger,fear
i found a problem in homework which would not get solved although i tried my best,fear
when i had my first sexual relation and it didn't work,shame
i saw a drunk man tottering behind his wife and insulting her awfully,disgust
"a certain girl asked me what my major was and when i told her that it was pa she started criticizing it saying, ""i hate that course""  she just shows off in front of other people",disgust
"coming home one night - my sister was home, and had been drinking heavily and started picking arguments",disgust
when i could not do anything because of a bad back,sadness
i couldn't fulfill a promise,guilt
there is a person whom i disgust evrey time i see her i get this terrible feeling i disgust her whole appearance,disgust
article published,joy
"angry with my brother, who was making fun of me, teasing me",anger
one day i was busy day dreaming along the road and suddenly i heard the sound of jamming car braked behind me i woke up from my dreams and it was about to crash me,fear
"i was together with my family one night, a few days after my father had died, during that conversation i expressed my displeasure because nobody understands me",sadness
"when my friend, after a beer spree vomitted in my sitting room",disgust
when i can see my parents because now i am far from them,joy
"when i was very young, one day, i kicked my grandmother and caused her an injury which took a long time to heal",guilt
"my dog of 16 and 1/2 years - ""lord grey"" died in his sleep - his death caused me more and deeper sadness than i thought",sadness
did not finish homework,shame
when i was trying for a girl who i really liked and cared for and thought she felt the same way too but she didn't like the idea and just wanted to stay friends,sadness
when i did not inform my friends of my forthcoming birthday,shame
"when i act thinking that i know everything and i then realize that there were things i had not thought about, thus hurting others",guilt
"when i overtook a car on the mainroad, misjudging the distance of an oncoming car and this resulted in tooting and flashing from the other driver (we could have collided), and i had an acquaintance in the car with me",shame
"when i was a teacher in an evening school, a girl raised a lot of questions and expressed her opinions  she, very often, took a stand which was different from mine and she thought that it was better than mine  her opinions were helpful academicall",disgust
"i had promised to do a task for someone that was close to me, and from the outset i knew it was important that i do it, but when it came to it, i let them down",guilt
"as a passenger in a vehicle travelling from the steep side of arthur's pass in the middle of a sleet-storm, icy roads, sheer chasms to one side, sheer face to the other",fear
when i received the news that my in-laws had passed away  i depended heavily on them for their guidance and the running of their daughter's buisness,sadness
when i passed the driving test (on the second try),joy
"after having left the company of someone who gave me a lot of support and made me laugh, found myself alone for days on end",sadness
a friend prepared a soup with chicken heads and invited me to eat it i saw the eyes staring at me and the tongues hanging out of the bills i was so disgusted that i felt nausea and had to leave the room,disgust
"when i attended school, our class visited an institution for mentally and physically handicapped persons although i tried to control my feelings, i was disgusted",disgust
"one day when i came back home, i found my favourite dish broken  i blamed the servant for it, later i found out that it was not the servant but my daughter who had broken it",shame
a close person lied to me,anger
not being able to answer question in a seminar,shame
"i had an appointment with a good friend he came 3 hours later than we agreed upon during the last hour of waiting i was afraid something might had happened, because usally he is in time",fear
i was on this amusement park ride at marriots great america it went way up in the air and then around and around heights are not my favorite spots in life,fear
i got disgusted with a man who was beating a woman in the street i just happened to be there but i was abhorred by the rudness,disgust
two guys were fighting murderously and i feared that one of them would be killed,fear
sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight it was because she thought i was still interested in the boy,anger
when i was rude to my mother and got angry with her,guilt
i beat my young sister because she refused to wash plates she started crying and i felt sorry and guilty for what i did,guilt
in the bus i was sitting next to a colleage who was drunk and behaved in keeping with his state,disgust
when i broke the piggy bank of my brother and my mother discovered that,shame
when somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel i was disgusted with his grovelling and the manner in which he had treated others,disgust
"when my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals",anger
"a class-mate urged me to carry out a particular protest along with him, and when the time came this fellow drew back while i had to face the situation",anger
i met a certain lady at the bus depot who was using a bad language but was a very smart looking lady,disgust
when my girl and i decided to get back together after our separation,joy
i did not deliver a message on time,guilt
"i once felt guilty when a certain passenger in the same (ship, plane ?) which i boarded when coming from home lost his 10t which in fact fell into my pocket unknowingly",guilt
"i felt ashamed of my body in spite of knowing that it is more or less beautiful and also knowing that my boyfriend considers me beautiful, but this was only in the beginning",shame
my grandmother wanted me to help her i was driving a tractor pulling a dead branch off a tree i told her she didn't respect me,guilt
when i saw my brother being attacked and i could not do anything,anger
"if they force me to eat something i don't like for example, my parents always twaddle and whine, when i don't eat all the food",anger
it made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house,sadness
not chosen for all english classes,shame
when i shot a bird in the head with a shotgun,guilt
"i phoned two friends and was not able to arrange a meeting with either of them, so i had to change my plans",sadness
my academic result was poor and i had to repeat the second year  i felt sad about the coming several years,sadness
i felt angry when i was told that i had not been selected to go to the university,anger
in a school parting we agreed to go to a restaurant we met at school and we separated us in several cars my car broke and we arrived late all those who already had arrived stand up and applauded us when we entered two hours late all the restau,shame
i was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me,fear
my fianct left me for my best friend,sadness
the girl i was seeing didn't want to have a serious relationship á,sadness
it was the weekend of my homecoming i saw my sister for the first time in 3 months she's my best friend and extremely close,joy
when i flew out to my mother and made rude remarks because i felt so tense (studied too hard for an examination),guilt
when i got the scholarship letter from australia,joy
"i lent a text-book to a person i did not know very well, they lost the text-book and gave me no compensation",anger
"one evening i saw the old guard-man i knew, change into something inhuman for about 5-10 seconds, this really frightened me",fear
when my brother-in-law's brother stole my clothes when my brother-in-law and i had gone to cut wood for the fire,anger
i had a small argument with a relative and some other people got implicated  it resulted in a proper row,guilt
last night - finding that someone in the house had eaten an entire packet of almonds i had bought for a family treat,anger
i had been caught red-handed having stolen some paw-paw i was then taken the elders owning the paw-paws,sadness
not collecting homeworks in time to give the teacher,shame
i once stole a shirt from the department store in which i work i have been promoted to work in a very privileged section of the store their belief in my integrity makes me feel even guiltier,guilt
"i was driving along and saw this young guy urinating into the gutter, in broad daylight",disgust
when my affairs with the girl i love settled positively,joy
when armed robbers broke into our house at night,fear
i was indignant at the unimpartiality shown by the referees at the football match between bulgaria and france,anger
two timing - going out with 2 guys at once (secretly),guilt
"during the xmas holiday, i and my best friend at secondary school had planned to meet at a cultural afternoon at the mt soche hotel after missing each other for such a long time when i asked my mother for permission, she told me not to go for no g",anger
when i was in the sauna bath,joy
"when i was going downhill on skis, and fell down twice the first time",shame
beaten up by a classmate in school,fear
"my boyfriend finished our relationship when i started studying psychology in nijegen, because then we would not be able to meet frequently anymore",sadness
"after a busy day i went back to my hostel  i closed the door and had a drink, then i read my favourite book on the bed  suddenly i felt peace and joy",joy
after each successfully passed exam i am happy,joy
"the time i went to see one of my girlfriends at area 18 i found that she was not there but in the room she was sleeping, in the same room there were some women visitors with children so the room was smelling very badly with some faeces and urine in",disgust
"a teacher wanted to instill a certain opinion and a certain behaviour into myself, what i refused i was afraid when i saw him",fear
i am ashamed of the horrible way i used to treat my little sister,shame
"a friend of mine has not very much money therefore, once i stayed with him and his girlfriend, i bought some meat, but nobody wanted to go and prepare it for dinner my friend said ""i thought you wanted to invite us for dinner"" ""of course"", i said",shame
can't remember exact example,anger
when i learnt that i had been accepted at the medical school,joy
a person i know who tells lies and so pretending to be better than she is,disgust
at school - being whipped by the teacher in front of the class,shame
when i had achieved a goal indirectly i work for cal football and our 2nd win of the season was very gratifying and brought our joy because of the hard work involved and the fact that no one expected we would win,joy
when i did not give back a text book to a friend in time,guilt
"i thought i would be able to use the mangle of the house, and so i did not want any help  however, i blocked it and i had to get the janitor to help me out  he reproached me for not having followed the instructions",shame
"three weeks ago a friend of mine bid me good-bye before going abroad  i felt happy for her as she was achieving something by making the trip, but i also felt sad as i would not be seeing her for a long time",sadness
when i was in my village one of my enemies had written a non-sense letter to a girl and he told the father of this girl that i was the culprit  when i got to know this i was scared as  the girl's father was a worse man,fear
some boys boasting about their ability to tell dirty jokes,disgust
when students in our working group showed no responsibility or interest in our work,anger
thinking about friends overseas,sadness
when i feel that i have made a mistake,sadness
when i entered the dissecting room for the first time i think i felt disgusted mainly because of the bad smell of formaline,disgust
"i happened to see two boys fighting, one of them fell down and hurt his head  the other one used this to spank the head of the 
boy on the ground",disgust
i reached the bus stop and realized that i had forgotten my bus pass,anger
so as to be closer to the university i have left home and moved into auckland it now seems as if i have left home - especially my family - forever,sadness
i was very sad when i was shouted at by uncle and was told that i was not to be given school fees because i didn't go to work in the garden since i had gone to escort my sister to the bus depot,sadness
a close friend of mine had not contacted me for a long time,sadness
when my father married a certain lady the reception was held at kasungu town hall,joy
when my grandmother passed away,sadness
"one evening, when i had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives",fear
someone acting stupid in public,disgust
the day the results of the certificate exam came out  i went to school and at first i did not feel frightened  by the time i reached the fourth floor ( the results were being given on the fifth floor) i found it difficult to walk and felt that i w,fear
"during my holiday i met again a friend who had tried to commit suicide she had just left hospital, her lips were trembling, she looked miserable",sadness
"one night at three o'clock i was followed by a cardriver, who tried to molest me",fear
"at one point in a relationship, my boyfriend was seeing an old flame more than me at our confrontation tears were shed",sadness
"anger i felt when my boyfriend told me he didn't mind breaking it off with me, ie each of us to take his own road because until that moment, he deliberately restricted our dates the motives were brought to my knowledge later",anger
my uncle died in the vietnam war,sadness
"at my grandfather's funeral  i remembered that the thing he liked and respected most was earth, i thought that he had attained what he wanted and was not separated from it any longer",sadness
while intoxicated i damaged my sister's car in a minor way and someone elses in a minor way,guilt
"in september 1984, i was forced to live with someone i did not like  the first week we were at loggerheads and our conversation was like a debate  the atmosphere was very bad  when he learnt that i had got 95 marks in a test he told me "" a failur",anger
when my husband suddenly came to see me at my new job and brought some flowers and cake with him,joy
"when i was taking an exam in grade 5  the examinator found me with a note-book and accused me of copying, all the students laughed at me",shame
"it was when i dreamt that i had encountered satan, he wanted to grab me and take me to his kingdom  he was very repulsive and i have never seen anything like that before",fear
i had received bad news informing me that grandmother and grandfather had passed away the first one to die was my grandmother and after two days grandfather died too,sadness
"sleeping alone in a tent, while hearing several noises such as rustling etc, i am afraid that there are people who are up to no good",fear
being insulted in public for the wrong reason,anger
when i heard about the disaster in bophal (india),disgust
caused fault in vcr by not following instructions carefully,shame
when i had drunk too much and nearly got an alcohol poisoning,guilt
i had been in love with a certain young man who pretended to love me but one day i found out that he had another girlfriend who was also a friend of mine,anger
a shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it,anger
passing by a good friend's home without coming in to visit him,guilt
on my birthday when several good friends came to visit me,joy
"because i was lazy and unthoughtful i did not get into contact with a very close friend when she shifted from the gold coast to brisbane, for a month, despite her efforts to contact me i felt shamed when i finally confronted her again",shame
"when someone made me a compliment after an examination just at the moment i needed it it was amicable, hearty and sincere",joy
"when i saw a film in which there was a scene where women were cut to pieces  above all, it was the blood and the confusion which impressed me most",disgust
when i won the best prize in the national science fair,joy
my father recently having a heart attack - spending a few months in hospital,sadness
"i had been away from home for a long time and when i came home i was delighted  it was wonderful to see familiar, dear people and i was rejoycing in advance  i had been feeling very lonely",joy
"to be able to prepare myself better for an important examination, i did not spend the nitht with my girl-friend but in the students' hostel i had not done that for months the day when i had the examn, somebody knocked at my door at seven o'clock i",joy
when i knew that my husband and i were going to have a child,joy
we owned a shop and i used to serve in it occasionally we sometimes took lollies out of the stand and dad caught me one day,guilt
"no answer as i see very little difference between shame and guilt  therefore see answer for ""shame""",guilt
"the person whom i liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other",sadness
someone vomited on the street,disgust
i had a car accident,fear
"when a car ran into me the moment that i felt on the street i thought ""this is my end, i am going to die""",fear
"my grades when my parents say, ""how are you doing at school, getting good grades ?"" i say, ""great, just fine !"" actually, i feel ashamed about myself",shame
when i had passed mce examinations,joy
"when i got home from a pleasant trip abroad, i got to know that i had been accepted at university",joy
i quarrelled with my younger sister because i had said something against her boyfriend  consequently she looked through me when she saw me as she thought that i was trying to separate them  she had misunderstood me,sadness
my parents came to visit me,joy
i blew up at someone for being confused and because of his irresponsibility and afterwards i felt guilty and that i had no right,guilt
i quarreled with my boy-friend he said it was unfair that i always started crying so that he had to give in,guilt
a murder,anger
"this is an everyday feeling  many situational events : causes are unclean and dirty environment, illiteracy, poverty and neglect of human resources, disgust at the lack of perception on the part of us ( educated few) for the lack of drive and dri",disgust
when i stayed alone in a house in great brittain and there was a lot of rumour in the newspaper about a murderer still being free,fear
"i live with my boyfriend, we have a close relationship, i fell in love with another man",guilt
"some time ago i took the driving test i did answer the theoretical questions very well, but i failed the practical driving test it was my fault because i had not enough practice",guilt
"this happened recently, i  was in the dining hall and one of my friends with whom i was eating called me a fool",anger
when my father (physically handicapped) asks me to do something and i raise several objections often i can fix it in few moments,guilt
my brother accused me undeservedly before my parents i was not guilty he was misled by his wife,anger
when i was young i was told to to the shop to buy a dozen eggs  i went and asked for one egg and the people in the shop laughed at me and so did my family when i told them what had happened,shame
"when someone i trusted very much, disappointed me",anger
it was in the evening when i heard that my girl went to zambia and that she would never come back,sadness
when i got a message that i was employed as a nurse at a kindergarten,joy
when i told off a computer teacher who did not want to teach me beacause of prejudice,anger
when i went to a halloween party and had to walk through a shopping center dressed like a witch,shame
decided at the last minute not to do something that i said i would do with a person,guilt
"one day when i was a little boy, my friends asked me to play with them outside and to catch some boys  however our parents did not know that we were out and when i got home it was very late and i feared being scolded by my parents",fear
i felt it when i was at home and saw a discussion without sense between my parents,sadness
"about a month ago the regional council refused to pay my wife the due maternity benefit, because of bureaucratic reasons",anger
i was alone walking in a deserted part of the city and i had some fear that some men would attack me and rob me,fear
when i ate a rotten apple,disgust
when someone in my family died,sadness
people not cueing in the dining hall,anger
insulted my girlfriend during a peptalk,shame
it was when i was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination,joy
doing a group assignment and being left to do all the work and take the blame for any mistakes,anger
i was walking on a street alone in the afternoon when there were not too many people on the street  a couple of guys were following me and i was ignoring them  suddenly one of them came in front of me and started using dirty language and harrassin,anger
i felt disgusted when i was in a helpless position at the loss of my fiancee,disgust
"a situation of overt unfairness, manipulation of people and its consequences",disgust
after i saw my family and good friends back after staying one year in a foreign country,joy
getting into this university,joy
when i was admitted to the university,joy
when my girlfriend of two years told me it was all over,anger
"when going for my driver's licence for the third time, because everything, it seemed, hinged on getting it i was really nervous, and the testing officer made me a little afraid as well there were lots of things to worry about i passed however",fear
i was less than 10 years old when our neighbour's dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there,fear
"the first day that i was close to a dead body, in my third year at unza, school of medicine",fear
"when i saw a man hitting a child of 2 years without any consideration, simply because the child had been leaning against a window",anger
saw the village i come from still pay money to buy wife,sadness
when i met with friends that i hadn't seen for a long time,joy
my friend took me to civo stadium to watch and listen to the music of the international singer sam mangwana i had no hope of going there since i had no money so he gave me the money for admission,joy
when there was a bomb threat in tolman hall this was the first time that i felt my life could be in danger,fear
"my father accused my brother of having bumped his car, and it was wrong",anger
"a friend was going to come stay the weekend with me, but something came up and i cancelled out on him",guilt
"i didn't keep a promise i had made to a man, and in this way i lost his esteem and confidence in me i caused him a lot of trouble",guilt
told by some people the class leader only choose his friends (not true),anger
when a friend told me a story and i stayed dumb because i had no story to tell,shame
before the first examn,fear
"when i tried to put up a tent some years ago, i was teased and hindered by my cousin",anger
"when cleaning up a pile of junk under our house, a huge spider (a ""jungle spider"") ran out near me (i do not like even small spiders)",fear
went to a lecture about chinese history and hear about the opium war,shame
when i slept with a guy because my best friend wanted me to  he had never had intercourse with anyone and had a terrible complex about it,disgust
at primary school the teacher caught me cheating during a dictation,fear
during a party i overheard a conversation about china when i wanted to give my opinion one of the people came out to be chinese and his opinion was right of course,shame
going to see a good film with my best friend,joy
afraid i wouldn't catch the train when i was going to see my sweetheart,fear
when my term paper was evaluated,joy
losing my temper to my sister,guilt
the previous incident holds good here also,disgust
when i heard that my father had been involved in a car accident in lusaka  this happened when he had gone to get the car which had been stolen in lusaka,sadness
when i spoke to my daughter and wished her luck for the examinations she was about to take,joy
i saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car his face was completely away,disgust
the breaking up of a long lasting relationship,sadness
not helping parents enough at home and at the farm - this has happened many times,guilt
"fear overwhelmed me when right against the car i was in i saw another one, as if out of control of the driver",fear
my girlfriend who had spent 6 months abroad broke off our relationship by letter,sadness
that afternoon i rushed home to look at the result slip of the higher level as fast as possible  i opened the envelope very carefully and found that my results were much better than i had expected and thus i could enter the chinese university  my,joy
being refused to attend the neuropsychology lecture in the medical university,anger
"while playing indoor-hockey, there always is an older man who frequently and intentionally plays the ball out of the field in my opinion this is very childish, because we play for fun only",anger
"just before i started my study i had to move, i was very afraid to be left alone and that i could not manage it",fear
passing a very difficult examination which i didn't expect - mce,joy
the day i was told that i had passed my malawi school leaving exams and i was selected to go to college,joy
saw poverty in the countryside,sadness
"a man tried to have sexual intercourse with me, though i had communicated my unwillingness  later on, i felt disgust at that person as well as myself because i had partly submitted",disgust
spit and vomit,disgust
"on christmas day a drunk man came to our house without a shirt on, he dansed, spoke nonsense and behaved stupidly",disgust
failing examn,sadness
when an untidy and heavyly drunk person made endeavours to approach me,disgust
"when i took the ba exams,i was expecting a 1st class even though i had not done very well when the results came out i felt sad as i had missed the 1st class by 12 marks",sadness
"on my birthday, when i was given my presents",joy
my father promised me a bicycle for my birthday just before my birthday he forgot he promised this to me,anger
when i thought for an instant that a very good relationship with a person had finished,sadness
the disgust i feel towards a certain person,disgust
"observing someone in the cafeteria noisily gulping in his food, having extremely bad manners",disgust
when people/press analyze a particular newsworthy item (cal football team) which i am a member and can only see the situation in a bad light and always put the team down,disgust
i ran a race for the cal track team and i did terribly and then the coach said that i should sit out for the season i felt really sad because i wasn't going to be able to run it was something i always had done and now i couldn't do it anymore,sadness
"for the sheer pleasure of it, i quarelled with my boyfriend who was trying  to be especially kind to me",guilt
"attitude to some manners of dealing and some ""sanctioned"" relations",anger
i was furious when the teacher pointed out in class that i was the quietest girl in class,anger
i preached to a f3 students in a gospel camp  they thus knew more about god and made up their minds to believe in jesus,joy
when i had my four children,joy
"i was walking in the wood at night with my boyfriend very romantic suddenly i heard a car driving very slowly with the lights out, it looked as if they were looking for something",fear
"sometimes, when i'm alone i am seized by this feeling but it always helps me to come round and at the same time to judge if it is worth very often this feeling is caused to me by people - friends who i love and respect",sadness
"i was subject to false accusations, and got very angry",anger
my best friend could not get into university,sadness
when i made a mistake at work and when questioned about it pretended i had nothing to do with the problem,guilt
a chief was unjustly punished on an autumn brigade and the one who was really guilty kept silent i stepped in front and told the truth the guilty chief called me in after the roll-call and threatened me,anger
when a close classmate failed a year,guilt
"when i was driving my car, i wanted to pick something from the floor of the car and drove into the guide-rail i thought that i should not have done that and felt guilty",guilt
being made to look like a fool by a girl,anger
"when i was little and didn't own up to placing a lolly on the varnish, this pulled it all off and i didn't admit my guilt",shame
i was told that a friend of a friend committed suicide,sadness
"when we were going to nkhoma last saturday the vehicle was moving very fast, so i feared we might crash since the road was too rough",fear
walking home in the dark from college,fear
a young visitor to the house stole money from an elderly visitor's purse it wasn't noticed for some hours,shame
my sister was in coma for 3 months (due to a train accident) now her brainfunctions are disturbed she will never be able to walk and she can hardly talk,sadness
when i realized that i was far behind the others in the language course and i could no longer catch up with the others,anger
"one of my flatmates and i came back to the flat monday morning, to find a real mess, left by the guy we share with",disgust
"in a park near our home, a group of young people who were strangely dressed were seated in the middle of the street  they began to eat while carressing each other",disgust
the death of a friend,sadness
"i went home all alone from a restaurant it was dark, i went very fast behind me, there were some drunk men who shouted at me by chance, i met some friends who accompanied me",fear
when i got 1 mark in an abnormal psychology exam,shame
when i broke up my relationship with my former girlfriend as she would ask me irrelevant quetions about my past,guilt
some boys deliberately played tricks on me in the experiments,anger
"i am filled with gloom and sadness at the death of a person  more specifically, i felt sad after hearing the news of a death of a person who was hale and hearty and full of life, withá
vigour and plans for the next day but had no next day to cherish",sadness
i was filled with joy when i heard that i had been selected for a university course,joy
"when i received the higher level exam results, i mistook the grade e in mathematics for a grade f and i was shocked",fear
i have chosen to put my son in a private school were the examination marks are low  every time that he gives me his term results i am left with a sense of guilt,guilt
iqam chosen for your lecture and my best friend is not now he is angry with me and i cannot help him,sadness
walking in the dark i saw something strange,fear
"it was at the time of my msc exam, when i was not in a position to take the exam after having studied seriously",sadness
when my grandmother died,sadness
"i experienced joy at a friend's 22nd birthday party we had good food, good liquid, good company, good music, and an overall warm atmosphere the birthday girl and i communicate incredibly well i felt very content, warm and inspired just talking wi",joy
the death of my father,sadness
south korea cheating for gold medals,anger
when i had to lie about my age to be accepted as a member of a group,guilt
when i learnt that my brother-in-law had been poisoned by his friends and that he was dead,sadness
"the comrade staying next doors insulted me for what he called  the misuse of his iron  he called me stupid, self centered etc  i wanted to punch him but instead went for a walk to the mining school to cool off",anger
at one occasion i was ashamed of being refused after a proposal for a friendship with a certain girl i was ashamed because she refused publically in the presence of my fellow friends,shame
"i remember the day my father died i was 11 years old and my sadness was so great that until today i remember everything about that day, from the clothes i was wearing to the reactions of people, the despair of my mother and brother it marked me a",sadness
afraid of a dead body,fear
my schoolmates were teasing a pupil who was not able to defend himself very well; i should have taken his part,guilt
when i first had a sexual intercourse,shame
joy at meeting a woman i love very much,joy
we had fixed time for practice as we had to participate in the inter-department song contest  i arrived and found that there was nobody there  when i went to the canteen i found them eating lunch  i was so angry that i aired my greviances to one,anger
i wanted to get rid of a bad habit and it seemed that i had succeeded  however a year later i got the bad habit again  i felt  useless as i always found excuses to explain my behaviour  as a result i felt guilty,guilt
"enrolling at varsity, being told i couldn't get in to certain papers",sadness
death of a parent,sadness
i was looking after a child and she fell down because i was not paying her much attention  one side of her face got bruised,guilt
my older sister used to pick on my brothers and sisters all of whom were younger than her on one occasion my brother did something my sister didn't like a full-scale battle began,disgust
"two days after the above incident, i was thinking about my morally shameful act and i felt sorry for that incident, but it was too late, however i did realize this",guilt
"my mother had just been teaching me how to crochet, which is thought highly improper for a boy in a town  just when we finished, a neighbour walked in",shame
meeting an old friend from high school,joy
when my dad told me about something he had done against my mother,anger
my cat died painfully and slowly,sadness
"i was sitting in a restaurant with friends they asked me something which they thought i should know actually i know it, but at that time i was not able to remember it",shame
"a few weeks back, as i was in a hurry to leave the house, i left some of my things lying around  this is something i never do my uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this  this rea",anger
i stroke a person undeservedly,guilt
when a close relative is treated badly,anger
i was very pleased and happy when my older sister came home from living somewhere out of town and i hadn't seen her for months we are very close sisters,joy
relative's death,sadness
i was in love with a girl but had to separate from her because of different commitments concerning life and career  i loved her as a person but could not agree with the life the future would demand  parting from her was very sad,sadness
"years ago, on my way to school by the forest path i came across an exhibitionist",fear
when i gave my boyfriend a brush-off,shame
when my father came into the bathroom and saw me standing there naked,shame
my best friend had a relatively severe illness  i was sad because she was suffering,sadness
"when i had slept with a boy for the first time i felt ashamed for three reasons first, because i was only 13 years old, second, because i did not really like him, third, because he had caught me napping",shame
this was when i found out that a cousin of mine had taken away my trousers without my consent,anger
"i get angry with people who attain certain status without deserving it, only with the support, authority and influence of other people",anger
"i felt fear when i sat for one of my exams though my fear was not quite justifiable, i still remember about it",fear
canoeing across harbour in winds - 20 knots and rising seas,fear
some noisy guests arrived at the hotel  i had been slightly irritated earlier  at night when i was trying to sleep they were having a party so i went and yelled at them  i wanted to sleep as i had to get up early the next day,anger
"when i was 8 years old, i would usually come home from school with my mother in a car  for the first time i had to take the school bus, and i mistook the bus stop and found myself two kilometres away from where i lived  i was very scared, wonderin",fear
finding out from this lecture that china is backward in psychology,shame
after the term exams i happened to meet a person that i respect and of whom i think very highly it was nice that although we see each other rarely he had not forgotten me,joy
when i was 12 years old i frequently was pursued by others and got sound thrashes,fear
"while attending some affairs, which were taking some time, with a bank officer, i felt that my clothes and appearance were out of place, too raggy",shame
"when i talked to a psychotherapist for the first time, i started to cry; first i talked to him but he did not say anything and after a while i was crying",shame
heard some ghost-like noise at night,fear
when a classmate hit me on my occipital region when i was busy studying and concentrating on my classnotes,anger
"i suffer from a disease of my muscles therefore, i am only able to attend lectures for half a day so, sometimes i miss obligatory lectures however, the teachers do not take into account my disease, and punish me with detention work, resulting in",anger
when i was in a little fishing boat and we ran into hard weather in the open sea,fear
my girlfriend let me down badly 3 times in one week these instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail,sadness
"a drunken friend of mine was beating up another friend, who was also drunk",anger
