text,emotion
made a statement that other people did not believe,anger
quarrel in the family,anger
yesterday i read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death  i was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin,anger
receiving personal criticisms early in the morning,anger
when our religion teacher presented shocking sectarian thoughts and doom's day as official teaching,anger
"having agreed to share the taxi expenses, three people in the back of the car just ran off, leaving the person up front with the entire bill",anger
"the trick was really intolerable  they hid it, and i was worried and restless all day  when i saw them i really wanted to slap each one of them",anger
"last week, my organization summoned an executive meeting and one of the executive member's pointed out a loop hole in the committee's administration  he could not suggest any improvements, so i quarrelled with him",anger
my roommate being unconsiderate,anger
"when i am accused of something i have not done, i get unbelievably angry",anger
"whenever i put myself in other's shoes and try to make the person happy, comfort him or make friends and i am misunderstood and rejected, especially when this person is a family member or a friend",anger
misunderstood by a close friend for the wrong reason,anger
"in the student kitchen that we share, somebody drank from my juice pot (one litre) so that i only got one glass out of the whole pot",anger
"a member of a religious sect tried to convert me, using really evil tricks to persuade me  after he had left, i was anxious and angry for a long time after the event, i was alone",anger
realizing that a friend had been talked into signing a certain contract,anger
when i missed the tram after having run for it,anger
my father had once again told me that i should be careful and try to seek admission to other places also apart from the faculty of social sciences at the university of helsinki  i was not at all interested in any other place and had no time to stud,anger
"when i checked my examination paper and realized that i had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things i know and understand",anger
"i was at home, filling my tax report  nobody had time to help me  i would have liked to do it quickly so that i could go and meet a friend of mine who had just returned from hospital  i got angry as both my brother and my father refused to give m",anger
heard about someone telling lies about me to my best friend,anger
someone talking about me at my back,anger
"in the holiday cottage of our association, two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room - it was the morning service at its loudest",anger
"getting a terrible exam mark, which i couldn't understand the reason for, and trying to see a lecturer or tutor, but being given the runaround",anger
"for example, unfair pushing in a bus",anger
"i went to a lecture and once again it had been cancelled, this was the second time  one had a negative attitude towards the lecturerá",anger
when i was in f4 i played a basket-ball match against another school's team  one of their team members kicked a team-mate of mine so i kicked him back and we had a fight with each other,anger
i had left a student newspaper of the chinese university on the table of the library  it had disappeared when i came back,anger
korean judges cheating,anger
my parents do not like my friend and told me not to go out with him,anger
"i was accused of having done something, which i hadn't and got very angry",anger
the outrageous conduct of a relative towards me and those close to me(blaming us and lying),anger
when a close relative is treated badly,anger
"i had a date with my girlfriend, the time and place had not been fixed  i asked her to phone me an hour later as it was midnight and i did not want to disturb her family  i waited several hours for her call, she did not call me that night",anger
being treated unfairly,anger
when my father's new fiancee treats me like a child  she does not trust me and constantly misunderstands me  i get particularly angry when she says nasty things about my boyfriend with whom she works,anger
the housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea,anger
being told that i have not got a personality,anger
having a fight with a class mate,anger
a classmate damaged ma iron and tried to hide the damage,anger
"we were starting a student project, and the teacher we talked to was very negative and not very helpful",anger
"i quarrelled with my brothers (twins) at home on saturday  one of them studies in a private school and the other one is repeating his form five  they do not know what they are doing  they follow every word of their teachers, books and systems  á",anger
i get angry when people disbelieve me or misunderstand me,anger
"two boys whom i know were telling me, in an indecent manner, how they had teased a young and shy girl i know  they had despised her conviction, scorned and touched her  i got very angry and did not try to conceal it and gave it back to them",anger
my mother carried on using mental pressure concerning something which was serious and a real burden to me,anger
"a friend suggested in a round-about way that the reason we were late for something was because of me, and that i'm often late i know this was partly true, but felt it unjustified that particular time and i felt i couldn't do  anything about it an",anger
"when it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him  i understood that one could not trust him and i was forced to hide this for a while",anger
"i had a very heavy work load and two colleagues, whom i have nothing against, disturbed me by ""terror ringing"", ie continously interrupting me by telephoning",anger
i was angry with a friend of mine who behaved in an affected manner,anger
during a fight with my best friend,anger
one day i had sunned my favourite shirt and was putting it back in the wardrobe when my younger brother snatched it from me and wore it  he had not had a bath and was very dirty  i scolded him but he answered back and locked himself up in a room,anger
i was accused of having drunk a bottle of liquor and then refilling with water,anger
when my tennis match was interrupted because a kid cycled right into the court,anger
"in the student's union there was someone who took the photocopies of two large volumes  i asked him to let me take a few, he refused it for an acceptable reason",anger
"being a spokesman for the union, i got into a quarrel with a colleague who had been acting disloyally over a sustained period of time",anger
"a friend of mine ridiculed me, telling me that i would never accomplish anything i felt that he had interfered with my life",anger
my sister once stole my mother's money and made her very angry  after this my mother would beat her up for unreasonable reasons  one day my sister lent her book to a friend without telling my mother about it  when my mother learnt this she beat h,anger
"at my father's treatment of my mother, at his disregard for her, and not being committed to her",anger
i had a very good friend in secondary school  the year after our graduation i prepared to celebrate her birthday and i called off all my appointments  i got together the other friends and we were ready to give the entire day to her  however this,anger
my class leader told me the university won't let all of us go to your lectures because we are not all english class,anger
"when others let me down, fail to keep agreements",anger
"while having a discussion with my mother, i realized that she does not for a moment doubt the justification of her making the decisions concerning my life",anger
"i sometimes quarrel with my mother because she blames me, though i have not in any way been connected to some events",anger
i had too much homework and examinations and i did not know how to organize my work,anger
"we were in a disco and the evening was not at all pleasant  despite my not knowing why, i was angry with my companion  i let him feel my bad humour as i cannot hide my feelings",anger
"i told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away at that stage, our finances were below the poverty line & it cost us $1000 - all the money we had to get us through t",anger
"my mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me  finally, at breakfast one day, we had an argument and i tried to defend my friend",anger
had an insulting letter from my father,anger
"i was disappointed and angry at the bad quality of a documentay program on tv  in my opinion, the topic was important and the program should have been made with seriousness and consideration",anger
"when i came back to my hostel, my bed was full of newspapers and dirty clothes  my room-mate asked me to wash the clothes for him as he had no time (this was his responsibility)  the food we shared had been eaten up by him (i ate little)",anger
"when i tried to explain to a plumber, face to face, that the toilet was broken and he did not believe it (it had been mended ten times)",anger
jealous of my husband's old girlfriend  we met her with her husband and there was a lot of reminiscing,anger
"when i was treated unfairly, regardless of my motives or deeds",anger
after having quarelled with a relative of mine about politics,anger
my elder brother often criticizes my mother's cooking  once he did it very impolitely and lost his temper  this made all of us very sad  i was very angry and i scolded him  he asked me not to interfere with what was his buisness,anger
"when my friend, as usual, forgot the tickets at home for a performance  we missed it",anger
my classmate always borrowed my notes and would not return it to me on time  when i had a test she was selfish and irresponsible and so delayed my studies,anger
insulted for no reason,anger
an unjust refree decision at a sports event when i was the team leader,anger
a conflict with a pupil,anger
when i learned that my brother had spoilt an lp of mine,anger
when my boss enrolled in a course to satisfy his own ends - to trample on his associates  i have the misfortune to have one of my superiors in my course,anger
found out that someone i knew well has been misunderstanding me for 2 years,anger
"when my father asked me if i was a communist, at the same time he made it clear that i should no longer see myself as his daughter",anger
when i realized that i was far behind the others in the language course and i could no longer catch up with the others,anger
"i gave tutorial to a student and i found that he was lazy, he did not pay attention to what i taught  he did some easy questions wrong deliberately",anger
before the department meeting my friend ate a dish that i had prepared for this meeting,anger
at a cash desk where i had gone to buy 16 rolls of kitchen paper at a reduced price  after queuing with screaming children; it turned out that i had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied  the assist,anger
when my mother interfered in my life,anger
i wanted to borrow lecture notes from a friend and he did not lend me them,anger
"during a football match, the other team was rude and they hurt my team members and me  the coach was prejudiced against us and punished us unreasonably  later we fought with each other and the match had to be cut short",anger
exchange of points of view with my sister on a family matter,anger
"when i was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord  the bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his ow",anger
"while in the army, i was treated unfairly by my superiors  i was held responsible for a deed of which i was innocent",anger
in a course i thought that i deserved good marks but i only got ordinary marks with no justification as to why i was given these marks,anger
had an argument with my classmate for borrowed books,anger
when stupid people push me during rush time in the city,anger
my cassmate laughed at me when i was being scolded by the teacher,anger
being refused to attend the neuropsychology lecture in the medical university,anger
on the way home from marstrand i was driving behind my father's car  another car tried to push in front of my father and he was forced to swerve and he thus collided the car with a pillar  the other car drove off without even seeing what had happe,anger
when after a lot of provocation my child threw a plate on the floor,anger
when a girl left me,anger
told by some people the class leader only choose his friends (not true),anger
"when i was studying in the library - preparing for a test, two people sitting next to me talked to each other for 20 minutes  there were no other seats so i could not go elsewhere and i did   not want to interrupt them, so i could only be angry in",anger
when i read about reagan's tactical decision concerning the south african boycott,anger
"recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason   the heart-broken expression on my mother's face made me feel very angry",anger
failed to be elected to be a class leader,anger
some noisy guests arrived at the hotel  i had been slightly irritated earlier  at night when i was trying to sleep they were having a party so i went and yelled at them  i wanted to sleep as i had to get up early the next day,anger
"i had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up",anger
my fiancee and i were at my parent's place watching tv there were  only two tv-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on,anger
"one night i could not practise my violin as my family was watching tv with the lights off, so i wanted to listen to some tapes  it was dark so i asked my brother to bring me a torch, however he scolded me  i was so angry that i slammed my violin",anger
"mr c took my drawing pens, without having asked for my permission first, and lost them  he did not tell me about it till i asked him and then did not try to find them",anger
after an examine i had been satisfied with,anger
someone told me we are not as good as the all english class,anger
"my classmate used her personal relations to get a seat for a subject that i wanted also  i had taken the pains to help him apply and i did not get selected  i did not like this as he had not told me the facts earlier, he need not have lied to me",anger
an unfair punishment,anger
a relative of mine had come to see my husband to talk to him about a problem concerning his sister and me  i was angry because this relative of mine did not dare to speak to me and instead spoke to my husband  i got to know about it later the sa,anger
when i found out that the guy i was dating at a particular time had a steady relationship going on with someone else for a long time,anger
"having gone to school without learning anything, as usual",anger
"my superior blamed me for some neglects at work in front of others  in fact, the task in question was not supposed to be done by me",anger
the sports fishermen who catch gulls instead of fish with their hooks   it is often a mistake but it makes me angry,anger
i worked with several classmates on a project  i was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention  some of them read books while the others a,anger
being insulted by my roommate (she is in the english class),anger
finding out that i was deceived by a friend,anger
"i had a discussion with my mother concerning my sister's divorce, we disagreed strongly",anger
i had a date with a friend to see a movie and my friend was late  i waited for a long hour and was very angry,anger
"a person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me",anger
my employer took too many aspirins for a bad back and also drank an enormous amount of spirit  this was dangerous  and he did not understand that he had done anything wrong,anger
"in traffic i often get relatively angry with other drivers several transgressions make me mad, especially not yielding to priority traffic (eg coming from the right)",anger
when close relatives tried to dissuade me from studying psychology because of its low status,anger
"i am a school teacher  one of the classes does not obey me at all, keeps on talking, does no work  one afternoon, everything went wrong, and i got exceedingly angry",anger
my girlfriend disliked it when i played majong (a game of gambling)  i expressed my regrets and when i went to see her she neglected my existance  i was very angry and left in displeasure,anger
"when i argue with my boyfriend, i feel as though he feels superior to me",anger
being put down by the class leaders,anger
a colleague asked me for some advice and as he did not have enough confidence in me he asked a third person,anger
saw my unfair report,anger
"my life-partner, who was drinking more and more, spoke about kicking the cat  he had never done anything of the kind, but i knew that he would do so one day, without thinking about it",anger
when the morning newspaper has not arrived,anger
when i told off a computer teacher who did not want to teach me beacause of prejudice,anger
when my boyfriend sat up half the night playing computer games with a friend,anger
"being insulted in front of my parents, and they believed other people (those insulting me)",anger
before the certificate examination i was very poor in biology (the worst result in my class)  ever since f5 it had been getting poorer and poorer  i had tried my best and had spent most of my time studying this subject  finally my results were á,anger
"when i did not find the rack used for beating up rugs, in the yard",anger
"my father accused my brother of having bumped his car, and it was wrong",anger
a drummer who had borrowed my drums destroyed both the drumskin and the sticks  he did not repair them nor did he tell me about it,anger
falling in love although she is my friend (angry with myself),anger
"when we were in high school a few guys sometimes provoked a friend of mine  they called her a pig and then grunted  this irritated most of the girls  once, one of the girls got angry at my friend and said something nasty and this made me terribly",anger
something was stolen,anger
"i had an appointment downtown, and the person in question was half an hour late",anger
someone played a trick on me,anger
when my parents drove me to a nearby place and went home immediately instead of waiting a few hours  they could have easily waited,anger
bought something bad from the shop and they refused to change it,anger
saw some young people fighting for seats on a bus,anger
when i was pointed out as a problem child in primary school and my mother took the teacher's point of view,anger
my intimate girlfriend told me that her father was opposed to our relationship  and had insulted my integrity,anger
"some classmates said i did not do enough social work therefore i was not elected as a ""tree good"" student",anger
"i was coming home in a taxi with a fellow worker of mine  he was criticizing my earlier conduct towards him, which to my mind was unfounded  when i reached home, i ran out of the taxi and slammed the door",anger
"when, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons",anger
being slandered by friends,anger
"physical violence a friend wouldn't listen to me i repeatedly tried to warn him, to no avail result: eight people were ""pissed off""",anger
angry when our team (small boys) lost the county championship football final,anger
friends who torture animals,anger
when friends try to put me down or hurt me,anger
when students in our working group showed no responsibility or interest in our work,anger
when my car suddenly broke down !,anger
misunderstood deliberately by a close friend,anger
when someone stole my bike,anger
"a ""higher status"" colleague of mine despised my attitude and organization of work",anger
"at a restaurant i observed how the gypsies tried to get money by cheating the foreigners ie non swedish speaking  my anger had nothing to do with hatred against foreigners, but it was an expression of the anger i feel when i see people being used",anger
being insulted by my roommate,anger
"i came across a girl at the school bus-stop, i had seen her several friends as she was a friend's friend  however my friend had never introduced me to her and when she got off the bus i smiled at her but she did not respond pretending not to have s",anger
we had fixed time for practice as we had to participate in the inter-department song contest  i arrived and found that there was nobody there  when i went to the canteen i found them eating lunch  i was so angry that i aired my greviances to one,anger
"when i tried to put up a tent some years ago, i was teased and hindered by my cousin",anger
when my sister took my things without having asked for my permission first,anger
being told that i am a stupid person,anger
when i saw that my bed at the hostel was a mess i guessed that someone else had used my daily necessities  i felt that my  personal sanity had been affected,anger
they had returned much less of my taxes than i had expected,anger
quarrelled with my younger brother,anger
"my brother told me that a person (whom i know) had insulted him  i am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and i got angry",anger
"my nephew is a deaf and also ""hyperactive"" boy i had been responsible for looking after him for a full day, and was very tired then he suddenly grabbed a knife and stabbed me in the leg i got so angry that i didn't feel any pain",anger
being mistreated by other people,anger
last week i had planned to play tennis and had booked a tennis court   however when i arrived at the university gym the clerk told me that the court was being used for lessons,anger
"during the summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks  i felt hatred for him but it stopped when i realized that he just longed for attention",anger
my roommate was rude to me,anger
people not resprcting my opinion,anger
when my boyfriend went away for a month long holiday without me,anger
when one is unjustly accused of something one has not done,anger
the surname of my brother was different from ours  he often grinned at home and provoked others for the pleasure of it  this made me angry,anger
some foreign students playing loud music before the biology examn,anger
when i quarelled with my parents,anger
saw in the tv south korea cheating in the asian olympic games,anger
my father and i had an argument because i do not help enough at home,anger
your prejudice against psychology students and education students (not allowing us to go to the medical university lectures),anger
"angry with my brother, who was making fun of me, teasing me",anger
"a drunken friend of mine was beating up another friend, who was also drunk",anger
"when i heard on the radio that the football match in belgium had ended in a catastrophe, and several people had died  i could not  understand how normal people could behave in such a way",anger
mad at my dad,anger
my boy-friend came home late one night without having told me about it before,anger
"being subject to unfair treatment in a working group, someone ""bending the rules"" was protected by the boss this resulted in more work for the others",anger
someone called me a disgusting nickname,anger
when i spoke to jan-erik wikstr÷m on the telephone,anger
the sight of a man who ran amok (fighting) at a dance,anger
"unjust accusations directed at me and my way of acting, by someone close to me",anger
"an utterance, which i had intended to be a joke, was taken as an offence  in my opinion, this was stupid, and i got angry",anger
some boys deliberately played tricks on me in the experiments,anger
overhear people talking about me and saying that i am stupid,anger
"with the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post  i had more years of service than the male teacher, but this was not taken into consideration  i could have á",anger
i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,anger
"at my summer job, nobody looked after me in particular and i had to learn all on my own",anger
someone told me that i was chosen for english lectures because the class leader is going out with me (not true),anger
"one of my best friends accused me of giving up to early on problems it was only a casual remark on her side, but i was angry and hurt",anger
my friend half-teasingly called me a bad nickname  i felt insulted and kicked his hip in anger  i was stable later and did not feel angry at him  in fact i was afraid that the other friends who were with us would think that i was an intolerant á,anger
being sexually assulted on a bus and noone helped (people only laughed),anger
"my parents put pressure on me to buy clothes, when i would not have liked to do so",anger
my friend often played a joke on me and sometimes i thought that he was a nonsensical person once when we went to a friend's house he walked in first and shut the door firmly behind him  i felt that he did not respect me and moreover i was his fri,anger
a lady i live with had not bothered to clean up before she went   on holiday (i live in a collective),anger
south korea cheating for gold medals,anger
when my partner was attacked and lost three teeth,anger
a friend forgot his appointment with me,anger
"at work, when an elderly man complained unjustifiably about me and distrusted me",anger
"disagreements with mother  when i moved from kankaanpss, she had promised to help me move but broke her promise because of some hindrance",anger
quarreling with classmates,anger
"i felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only)",anger
someone didn't show up at a meeting in spite of having agreed to come,anger
i got angry at a friend of mine whom i caught reading my notebook (almanach),anger
my best friend betrayed me and told other people my secrets,anger
"i was subject to false accusations, and got very angry",anger
i locked myself out,anger
someone spread rumours about me,anger
whenever my father smokes the smell makes me feel very uncomfortable  he never listens to my complaints and i curse him furiously in my mind  i cannot solve this problem by violence because of traditional moral values,anger
when i heard that my step-mother had treated my mother in a wrong manner,anger
i was told to do something i did not want to do,anger
on the tv i saw a news feature on south africa  a policeman      attacked a group of black people with a whip,anger
my parents do not like my friend and told me to stay away from him,anger
"in september 1984, i was forced to live with someone i did not like  the first week we were at loggerheads and our conversation was like a debate  the atmosphere was very bad  when he learnt that i had got 95 marks in a test he told me "" a failur",anger
"in a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once",anger
"a close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me",anger
"when i was driving home after  several days of hard work, there was a motorist ahead of me who was driving at 50 km/hour and refused, despite his low speeed to let me overtake",anger
when i got into a bus i found that my wallet had been stolen it was not a great loss from the monetary point of view but i lost some documents - identity papers  as a result i had to spend several days in order to get a new one  i will always r,anger
"a male, honduran acquaintance of mine despised my opinions",anger
"i was on vacation, and therefore i did not attend a meeting of the day care centre  nevertheless, the very day i came back they called me early morining to ask me ""what are you going to do about the matter ?"" (which had been discussed in the meetin",anger
when i had been obviously unjustly treated and had no possibility of elucidating this,anger
"when a colleague asked me for help at work, despite the fact that he had more time to do it than i had",anger
misunderstood by friends,anger
"when i tried to breake it up with my boyfriend, and he refused to let me go",anger
two years back someone invited me to be the tutor of her grand-daughter  the grand-daughter asked me some questions in mathematics so i taught her  however she did not listen to me and this made me feel unhappy  the second year it was the same,anger
a girl i was with went off with another guy,anger
"the day the results of the chinese university was announced i should have been very happy; however my grandmother, because of  her prejudice and misunderstanding, started a  quarrel with my mother  she expected me to take her side and she deliberat",anger
being insulted in public for the wrong reason,anger
insulted by teacher,anger
bus conductor insulted me for not buying a ticket (i forgot),anger
"my mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen",anger
i could not find my monthly tickets for the bus when i was on the bus,anger
being insulted on a bus,anger
"without my permission, my son had made popcorn after coming back from school  the consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?",anger
insulted by other people in the shop,anger
my parents did not approve my choice of a boyfriend (now an ex-boyfriend)  he happened to be 13 years older than me and he was considered completely unsuitable for me  idiot,anger
the editor changed the heading of an article that i had written  he considered the heading to be derogatory towards the person i had written about,anger
meeting generally dominating persons in social occasions,anger
there was a sofa in my flat which belonged to the old tenants who were acquaintances  it should have been picked up a year ago but they had postponed it  eventually they decided on one date and i stayed at home despite the fact that i had other th,anger
when i got caught in the pouring rain last thursday and did not have a raincoat on me,anger
when i was talking to him at a party for the first time in a long while and a friend came and interrupted us and he left,anger
when a car is overtaking another and i am forced to drive off the road,anger
"when i saw a big man hit another one, and nobody did anything",anger
"i was accused of a misdemeanour, unjustly",anger
"when my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals",anger
a boyfriend with whom i split up with came over to a friend's house where i was visiting with a male friend in a confrontation in another room he tried to find out if i was aroused by my friend by feeling my parts,disgust
a man was unfair to a girlfriend of mine,disgust
"at an anti-pornography meeting, when samples from films and magazines were shown",disgust
a friend unjustly put the blame on me to relieve his conscience and also spread lies for the same purpose,disgust
when i entered a toilet in a bar and it stank,disgust
"recently in the tram, a man ran his fingers over my girlfriend then over me",disgust
finding out my grades at the end of my sophomore year,disgust
i saw part of a prince video with him crawling out of a bath tub,disgust
"when a begggar approached me for money, i felt disgusted",disgust
"a girl, who is a friend of mine was having an affair with a boy who is also a friend of mine  i got to know that this girl was also seeing another guy  later on, she just broke off with this friend of mine without giving any explanations  this ma",disgust
slaughtering of animals,disgust
"i am disgusted by people who spoil their identity because of misbehaviour  this morning when i was in a crowded bus, i found a seat on which a university student was sitting on one side and he had put his bag and files next to him  there was very",disgust
when a close relative got quite drunk it was a relative that i had respected for a long time and looked up to as a child,disgust
"the repression of rioting and non-rioting ""blacks"" in south africa by the police of that ""democracy""",disgust
"i felt disgust as a result of one of my midterms - i thought i had prepared well for it, but the end result wasn't what i had expected",disgust
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,disgust
"when my parents-in-law scolded me, without any reason, in front of the other members of my family for the first time  they had called me from my room where i had been studying for my exams",disgust
when i think now about the way my father behaved when filing a divorce,disgust
doing poorly on a midterm,disgust
"i was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents",disgust
at a party my best girlfriend got really drunk and went off with a guy she knows i really like,disgust
"on a trip to santander a child sitting beside me fell ill and started to vomit, seeing this made me feel very bad",disgust
my roommate messing up our room,disgust
when my husband quarrelled with me for no reason at all,disgust
when i study my butt off for a midterm and still get an average grade,disgust
when i discovered that the house we had hired in tonga was full of cockroaches,disgust
encouter with a prostitute,disgust
"one day i was in the countryside with several friends, and we began to eat figs, after we were all full we noticed that all the figs were full of worms",disgust
"i hate the behaviour of my so called friends, they use bad language, spit, boast and treat the youngsters badly",disgust
i saw the gare of a prison  this gare and the building were in deplorable condition and were full of rubbish,disgust
"i feel disgust with some people when i see what they are capable of, including lack of any dignity, when trying to find a seat in the tram",disgust
"one day when i was sitting in a not very crowded bus, a middle  aged woman was standing beside me  the person sitting next to me got up to get off and this woman pushed me and occupied the seat  then she took off her shoes and put her feet on the",disgust
when reading a newspaper story of a man who had committed incestuous acts on his two-year old child - the thought that anyone could do such a thing is abhorrent to me,disgust
when i was getting so fat,disgust
a striking act of ingratitude at a public vehicle,disgust
"i once saw an old man up the road, fossicking through the rubbish bins and the gutter i was really disgusted at first but i've seen him a few times since then and now i feel really sorry for him and i often give him cigarettes when i see him, becau",disgust
my flatmate and close friend living and sleeping with another close friend of mine,disgust
my roommate talking and shaking her bed at night,disgust
"seeing a friend ""making love"" to a high school girl i accidentally was dragged into this room where the happenings had occurred i was disgusted at the reality",disgust
i once saw a programme on tv describing how certain wild life films were made and was disgusted by the treatment of certain animals in this particular programme of the polar bear,disgust
i felt disgust with a person whose behaviour was out of the elementary human norms,disgust
"at the sight of an insect, such as the black-beetle",disgust
a colleague of mine asked a lecturer to put him a higher mark in order to keep his good mards and thus to continue getting a scholarship for an excellent grade,disgust
i found out that someone that i knew had someone else taking tests for her,disgust
having unwanted attention paid to me in my place of work - harrassment (and sexual harrassment) by another worker - disgusted by his implications,disgust
"when i was in eindhoven on an exhibition of hernan nitsche, who made paintings with real blood there were also photographs about the killing of cows",disgust
watching a tv documentary on seal clubbing,disgust
when a friend of mine keeps telling me morbid things that happened to his dog,disgust
my roommate being nice to a party leader in order to get into the party,disgust
i felt disgusted on seeing my boyfriend after our separation  one day he was begging at the mass transit railway station and at that moment i hated him,disgust
"when i woke up one morning and went to the kitchen i discovered that our dog had diarrhoea  there were small ""piles"" all over the floor and the smell was choking",disgust
i was once raped (one year ago) by a man who was a lot older than me and whom i just met maybe it wasn't rape but the man wanted more than i wanted to give him since there were other people in vicinity,disgust
when i first saw the state of a cafeteria in the grounds of the university due to students own lack of concern for the environment in which they eat and drink rubbish and spilled tea and coffee left everywhere,disgust
a few days ago i saw two dandy girls of my age i disliked their clothes and their way of doing,disgust
when i read racist slogans on the walls,disgust
saw two canadian students boasting about how rich they are in canada,disgust
when i stand at the bus stop for one hour waiting for the bus to arrive,disgust
when i heard about the disaster in bophal (india),disgust
"when i was an auxiliary nurse at the hospital and i had to change the nappies, for the first time, of a very old and sick woman",disgust
my boss on the job failed to keep his promise about something he knew was extremely important to me,disgust
"when i lose on my bets on anything - baseball, football, basketball, track, craps, poker, or arcade - whether its 5 dollars or 200 i feel that i should never have done it in the first place",disgust
a piece of work was marked as bad by the teachers i and some fellow students didn't agree with their vague criticism i felt myself taken in by the teachers and felt disgust,disgust
saw a scene in a movie implying incest as humorous,disgust
a person i know who tells lies and so pretending to be better than she is,disgust
"i was an instructior in a youth organization  whenever we, the instructors would have a meeting the advisor would be present  he did not understand our worknig conditions but talked a lot and had a lot of outdated ideas  whenever we disagreed wit",disgust
"i feel disgusted when people do not understand me in the right way, ie they misunderstand me",disgust
"i have felt this feeling when a person whom i believe and respect, lied to me",disgust
i saw in the street a man spitting,disgust
"i feel disgust at my neighbour, because she comes to our house with her child, who spoils our furniture",disgust
when my friend who is close to me got engaged and did not invite me,disgust
when people around me did not understand me the right way,disgust
when other people refuse to do their house jobs and give the work to someone else,disgust
"i was supposed to be studying for my math midterm a few days ago, however, i fooled around with my roommate, and didn't start studying until 12:00 am i was disgusted with myself",disgust
"when i had to eat scraps from a dust-bin, because of a bet",disgust
when somebody behaves like a scoundrel recently a colleague of mine used the name of another one for his own benefit,disgust
i read a newspaper article about dogs being stolen in order to use them for fighting purposes,disgust
friends calling me fat - pear shaped in front of a nice girl,disgust
from the cigarette smoke usually i feel disgust from it when i am in a restaurant,disgust
a drunk walked out in front of a car at night both lower legs were broken his shoe was thrown about 50 yards after the accident,disgust
my girlfriend lost her temper without any reason and she did not consider or respect my feelings,disgust
a friend of mine had sex with someone of a different race on a winnebago trip down to usc in front of everyone (all my friends embarrassed my sorority house name),disgust
my parents claimed me on their income tax after i had been out of the house for two years receiving no financial support from them as result i had to work more during school because they were expected by the fao to contribute to my education when t,disgust
when my husband told me about his pre-marital affairs,disgust
i was dominated by a certain person and even though i knew it i could not change my own reactions,disgust
when i tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk,disgust
in secondary school i had a class-mate who talked too much   once we went to the cinema after school and she sat next to me and commented the movie throughout  - very disgusting,disgust
flicking through a magazine showing pictures of homosexual men committing various acts,disgust
when my mother's new husband treated her and my brothers and sisters badly,disgust
such a feeling springs up in me sometimes when i have meals at a catering establishment it is a result either of the look of the food or when watching the way some people eat,disgust
i applied for a job of galso counselor and i made the strongest possible application but was denied an interview i felt disgusted at the system which by promoting the cause of minorities makes employing whites lowest priority,disgust
"i deliberately avoided a person who i wanted to hurt, and who wanted to talk to me",disgust
"when i had exams a relative of ours, who lives in another city,á
came to visit us and i felt disgusted at him",disgust
disgust with drunk people,disgust
the lift of stockholm central station stank of vomit and urine,disgust
one of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully,disgust
"right now i volunteer at a hospital yesterday, halloween, i dressed up as a doctor and went to work the volunteer coordinator told me after my shift that it was dangerous to have done what i did",disgust
when i saw a tv programme on animals in the film world (mistreated and used),disgust
"now that the 49ers are winners, the fans are coming out of the woodwork and jumping on the bandwagon and that disgusts me",disgust
a sour looking man was beating his thin dog in remuera,disgust
"i read in the newspaper about a 21 yr old woman who was found naked and dead along a roadside it turned out she had had two relatives 14 and 19 who were kidnapped, raped and killed earlier",disgust
a friend of mine goes out with this guy she sleeps with him but is quite happy for him to play around - as well as herself,disgust
"it was at a comsomol(??) meeting, the last one because we were to graduate the way one of my fellow-students behaved made me feel disgusted",disgust
i felt disgusted about a teacher who had rejected all that was human in her she refused to accept the flowers we gave her for the eighth of march and asked for a foreign parfume instead,disgust
during a movie in which i saw the effect of white settlers in africa,disgust
